case_set,snapshot_update,case_id,env_id,checkpoint,episode_return,episode_length,action_abs_max,target_joint_limit_steps,actual_joint_limit_steps,target_joint_max_excess_rad,actual_joint_max_excess_rad,self_collision_steps,self_collision_max_N,confirmed_nonfoot_ground_steps,confirmed_nonfoot_ground_max_N,foot_ground_steps,nonfinite,primary_fall,height_failure,tilt_failure,timeout,episode_seconds,velocity_tracking_error_mean,velocity_tracking_mean,command_x_mean,command_y_mean,actual_x_mean,actual_y_mean,actual_forward_distance,action_abs_mean,seed,observation_noise_seed
independent_32,0,independent_forward_06,0,/home/xiexuhui/InstinctLab/logs/e1-d8/fixed_lr_20260924/train/20260924_222822_G1ForwardResearch_E1_D8_ForwardResearch_fixed_lr_s42/snapshot_update_000.pt,-3.521485110744834,46,0.26159459352493286,0,0,0.0,0.0,2,18.706846237182617,0,0.0,44,False,True,True,False,False,0.92,1.3238586835239246,0.01016290545264059,0.5,0.0,-0.6731023535780285,0.5936099070569744,-0.6192541652917862,0.06586761213839054,92345,2356721
independent_32,0,independent_forward_07,0,/home/xiexuhui/InstinctLab/logs/e1-d8/fixed_lr_20260924/train/20260924_222822_G1ForwardResearch_E1_D8_ForwardResearch_fixed_lr_s42/snapshot_update_000.pt,-3.230196107761003,68,0.23083817958831787,0,4,0.0,0.000490039587020874,6,247.3582763671875,0,0.0,66,False,True,True,False,False,1.36,0.9292985130758846,0.09414050036186401,0.5,0.0,-0.08346018041757976,0.6472212610875859,-0.11350584536790848,0.06313666827319299,92345,2461450
independent_32,0,independent_forward_08,0,/home/xiexuhui/InstinctLab/logs/e1-d8/fixed_lr_20260924/train/20260924_222822_G1ForwardResearch_E1_D8_ForwardResearch_fixed_lr_s42/snapshot_update_000.pt,-3.5158630023361184,47,0.2272413671016693,0,0,0.0,0.0,8,29.1728515625,0,0.0,46,False,True,True,False,False,0.9400000000000001,0.9967762257190461,0.07953368730997507,0.5,0.0,0.10376047200344979,-0.898572472181726,0.0975348436832428,0.06303899006006565,92345,2566179
independent_32,0,independent_forward_09,0,/home/xiexuhui/InstinctLab/logs/e1-d8/fixed_lr_20260924/train/20260924_222822_G1ForwardResearch_E1_D8_ForwardResearch_fixed_lr_s42/snapshot_update_000.pt,-3.5043558040997596,60,0.27016353607177734,0,0,0.0,0.0,5,26.98433494567871,0,0.0,57,False,True,True,False,False,1.2,1.1606664995352427,0.02715157935122079,0.5,0.0,-0.5776958396037419,-0.39664095888535184,-0.6932350075244904,0.06396681765715281,92345,2670908
independent_32,0,independent_forward_10,0,/home/xiexuhui/InstinctLab/logs/e1-d8/fixed_lr_20260924/train/20260924_222822_G1ForwardResearch_E1_D8_ForwardResearch_fixed_lr_s42/snapshot_update_000.pt,-3.5741013837687206,54,0.24278470873832703,0,0,0.0,0.0,1,2.1716206073760986,0,0.0,53,False,True,True,False,False,1.08,1.1340658245263275,0.03138549667386104,0.5,0.0,-0.48962667142903366,-0.5176463720423204,-0.5287968051433564,0.06337634170496906,92345,2775637
independent_32,0,independent_forward_11,0,/home/xiexuhui/InstinctLab/logs/e1-d8/fixed_lr_20260924/train/20260924_222822_G1ForwardResearch_E1_D8_ForwardResearch_fixed_lr_s42/snapshot_update_000.pt,-3.2890505003160797,56,0.23485732078552246,0,12,0.0,0.0022565722465515137,1,1.8451539278030396,0,0.0,54,False,True,True,False,False,1.12,0.7057694292494229,0.31860971610363514,0.5,0.0,0.6238179405086807,0.5645291225186416,0.6986760933697224,0.06324816967493721,92345,2880366
independent_32,0,independent_forward_12,0,/home/xiexuhui/InstinctLab/logs/e1-d8/fixed_lr_20260924/train/20260924_222822_G1ForwardResearch_E1_D8_ForwardResearch_fixed_lr_s42/snapshot_update_000.pt,-3.475788598647341,59,0.23861199617385864,0,9,0.0,0.0017758011817932129,2,23.809911727905273,0,0.0,58,False,True,True,False,False,1.18,0.8413122811559903,0.18367378717017593,0.5,0.0,0.3192922205238019,0.7254288600663007,0.37676482021808627,0.06324339822187262,92345,2985095
independent_32,0,independent_forward_13,0,/home/xiexuhui/InstinctLab/logs/e1-d8/fixed_lr_20260924/train/20260924_222822_G1ForwardResearch_E1_D8_ForwardResearch_fixed_lr_s42/snapshot_update_000.pt,-3.63875008164905,47,0.24944156408309937,0,0,0.0,0.0,8,26.005857467651367,0,0.0,45,False,True,True,False,False,0.9400000000000001,1.069667065397222,0.037794856294470824,0.5,0.0,-0.110112689911051,-0.8495282220079544,-0.10350592851638794,0.06350299200796067,92345,3089824
independent_32,0,independent_forward_14,0,/home/xiexuhui/InstinctLab/logs/e1-d8/fixed_lr_20260924/train/20260924_222822_G1ForwardResearch_E1_D8_ForwardResearch_fixed_lr_s42/snapshot_update_000.pt,-3.4229209409095347,53,0.26183122396469116,0,2,0.0,0.0005574226379394531,4,30.521806716918945,0,0.0,51,False,True,True,False,False,1.06,0.8548725483552465,0.1608792557321633,0.5,0.0,0.26033298386577164,-0.7803850224557912,0.275952962897718,0.06318876112125954,92345,3194553
independent_32,0,independent_forward_15,0,/home/xiexuhui/InstinctLab/logs/e1-d8/fixed_lr_20260924/train/20260924_222822_G1ForwardResearch_E1_D8_ForwardResearch_fixed_lr_s42/snapshot_update_000.pt,-3.0848151170648634,60,0.23892876505851746,0,13,0.0,0.002187192440032959,1,1.4372968673706055,0,0.0,59,False,True,True,False,False,1.2,0.655780354142189,0.397801300356817,0.5,0.0,0.6961112915227811,-0.4975137524306774,0.8353335498273373,0.06004968993365765,92345,3299282
independent_32,0,independent_forward_16,0,/home/xiexuhui/InstinctLab/logs/e1-d8/fixed_lr_20260924/train/20260924_222822_G1ForwardResearch_E1_D8_ForwardResearch_fixed_lr_s42/snapshot_update_000.pt,-3.7261708645382896,47,0.2913452088832855,0,0,0.0,0.0,3,23.181547164916992,0,0.0,44,False,True,True,False,False,0.9400000000000001,1.1489455611147779,0.020139456267064273,0.5,0.0,-0.39443480873361547,-0.6859726544390333,-0.37076872020959856,0.06372986440645888,92345,3404011
independent_32,0,independent_forward_17,0,/home/xiexuhui/InstinctLab/logs/e1-d8/fixed_lr_20260924/train/20260924_222822_G1ForwardResearch_E1_D8_ForwardResearch_fixed_lr_s42/snapshot_update_000.pt,-3.52023558242945,53,0.2511562705039978,0,0,0.0,0.0,2,6.0445098876953125,0,0.0,50,False,True,True,False,False,1.06,1.289550024383473,0.014488337249401828,0.5,0.0,-0.7304766644846719,0.36521811277236577,-0.7743052643537521,0.0654138075714966,92345,3508740
independent_32,0,independent_forward_18,0,/home/xiexuhui/InstinctLab/logs/e1-d8/fixed_lr_20260924/train/20260924_222822_G1ForwardResearch_E1_D8_ForwardResearch_fixed_lr_s42/snapshot_update_000.pt,-3.593187802878674,45,0.2556420862674713,0,0,0.0,0.0,2,1.1578048467636108,0,0.0,43,False,True,True,False,False,0.9,1.3971046527226767,0.005942579532010465,0.5,0.0,-0.7899309151702457,0.5043101191520691,-0.7109378236532211,0.06440401300787926,92345,3613469
independent_32,0,independent_forward_19,0,/home/xiexuhui/InstinctLab/logs/e1-d8/fixed_lr_20260924/train/20260924_222822_G1ForwardResearch_E1_D8_ForwardResearch_fixed_lr_s42/snapshot_update_000.pt,-3.6291776929283515,38,0.2523861825466156,0,0,0.0,0.0,2,32.67808532714844,0,0.0,37,False,True,True,False,False,0.76,1.523125896328374,0.00172026040412956,0.5,0.0,-1.0218514737329984,0.05968864967948512,-0.7766071200370789,0.06579262057417318,92345,3718198
independent_32,0,independent_forward_20,0,/home/xiexuhui/InstinctLab/logs/e1-d8/fixed_lr_20260924/train/20260924_222822_G1ForwardResearch_E1_D8_ForwardResearch_fixed_lr_s42/snapshot_update_000.pt,-3.656597174151102,37,0.26084116101264954,0,12,0.0,0.0017132163047790527,0,0.0,0,0.0,34,False,True,True,False,False,0.74,1.0223179274314158,0.11645823598658082,0.5,0.0,1.0038846183467556,0.8691903014440794,0.7428746175765991,0.06544516537640546,92345,3822927
independent_32,0,independent_forward_21,0,/home/xiexuhui/InstinctLab/logs/e1-d8/fixed_lr_20260924/train/20260924_222822_G1ForwardResearch_E1_D8_ForwardResearch_fixed_lr_s42/snapshot_update_000.pt,-3.0918901837430894,54,0.2398379147052765,0,12,0.0,0.003072798252105713,1,8.29542350769043,0,0.0,52,False,True,True,True,False,1.08,0.6641855617916143,0.3960850839586648,0.5,0.0,0.8066711091884861,0.43961024891447137,0.871204797923565,0.06416235602012386,92345,3927656
independent_32,0,independent_forward_22,0,/home/xiexuhui/InstinctLab/logs/e1-d8/fixed_lr_20260924/train/20260924_222822_G1ForwardResearch_E1_D8_ForwardResearch_fixed_lr_s42/snapshot_update_000.pt,-3.1808678187662736,59,0.22588127851486206,0,2,0.0,0.00045308470726013184,7,167.79574584960938,0,0.0,56,False,True,True,False,False,1.18,0.868515506639319,0.12232211127794641,0.5,0.0,0.09500880589929678,-0.711845753556591,0.1121103909611702,0.06175239169496601,92345,4032385
independent_32,0,independent_forward_23,0,/home/xiexuhui/InstinctLab/logs/e1-d8/fixed_lr_20260924/train/20260924_222822_G1ForwardResearch_E1_D8_ForwardResearch_fixed_lr_s42/snapshot_update_000.pt,-3.5176095064380206,57,0.27452754974365234,0,0,0.0,0.0,4,4.460829734802246,0,0.0,56,False,True,True,False,False,1.1400000000000001,1.2469425776548553,0.02346733187892802,0.5,0.0,-0.6831619723847038,-0.35696293622778175,-0.7788046485185623,0.06388516129370321,92345,4137114
independent_32,0,independent_forward_24,0,/home/xiexuhui/InstinctLab/logs/e1-d8/fixed_lr_20260924/train/20260924_222822_G1ForwardResearch_E1_D8_ForwardResearch_fixed_lr_s42/snapshot_update_000.pt,-2.811201194068417,78,0.23480737209320068,0,12,0.0,0.0016134977340698242,0,0.0,0,0.0,77,False,True,True,False,False,1.56,0.6134730149538089,0.39567040604965653,0.5,0.0,0.4579219471376676,-0.42238672860921955,0.7143582375347615,0.06160838725284124,92345,4241843
independent_32,0,independent_forward_25,0,/home/xiexuhui/InstinctLab/logs/e1-d8/fixed_lr_20260924/train/20260924_222822_G1ForwardResearch_E1_D8_ForwardResearch_fixed_lr_s42/snapshot_update_000.pt,-3.323611191699456,42,0.2661306858062744,0,11,0.0,0.0026068687438964844,0,0.0,0,0.0,41,False,True,True,True,False,0.84,0.7639469245360011,0.3393684919481616,0.5,0.0,1.0367734332879384,0.4822242579289845,0.8708896839618683,0.06432024753164678,92345,4346572
independent_32,0,independent_forward_26,0,/home/xiexuhui/InstinctLab/logs/e1-d8/fixed_lr_20260924/train/20260924_222822_G1ForwardResearch_E1_D8_ForwardResearch_fixed_lr_s42/snapshot_update_000.pt,-3.3938571124745067,64,0.2738436162471771,0,0,0.0,0.0,5,136.83151245117188,0,0.0,62,False,True,True,False,False,1.28,1.0471730157732964,0.04439080727243727,0.5,0.0,-0.33613336575217545,0.5715587153099477,-0.4302507081627846,0.06514646473806351,92345,4451301
independent_32,0,independent_forward_27,0,/home/xiexuhui/InstinctLab/logs/e1-d8/fixed_lr_20260924/train/20260924_222822_G1ForwardResearch_E1_D8_ForwardResearch_fixed_lr_s42/snapshot_update_000.pt,-3.6340477482881397,44,0.22871017456054688,0,0,0.0,0.0,4,3.5720458030700684,0,0.0,44,False,True,True,False,False,0.88,1.453691761602055,0.003411382088845404,0.5,0.0,-0.798114306547425,0.6360050189224157,-0.702340589761734,0.06434294318949635,92345,4556030
independent_32,0,independent_forward_28,0,/home/xiexuhui/InstinctLab/logs/e1-d8/fixed_lr_20260924/train/20260924_222822_G1ForwardResearch_E1_D8_ForwardResearch_fixed_lr_s42/snapshot_update_000.pt,-3.338367050891975,59,0.27799496054649353,0,11,0.0,0.0008168220520019531,4,93.37451934814453,0,0.0,57,False,True,True,False,False,1.18,0.8082708180960962,0.18782105283886052,0.5,0.0,0.3084897020105588,-0.7155217518240718,0.36401784837245943,0.06251606395689108,92345,4660759
independent_32,0,independent_forward_29,0,/home/xiexuhui/InstinctLab/logs/e1-d8/fixed_lr_20260924/train/20260924_222822_G1ForwardResearch_E1_D8_ForwardResearch_fixed_lr_s42/snapshot_update_000.pt,-3.444279488408938,42,0.24785268306732178,0,11,0.0,0.0014066696166992188,1,27.07308006286621,0,0.0,41,False,True,True,True,False,0.84,0.7216088927927471,0.3478840918524795,0.5,0.0,0.9594157203322365,0.4626848122903279,0.8059092050790787,0.06385775345067184,92345,4765488
independent_32,0,independent_forward_30,0,/home/xiexuhui/InstinctLab/logs/e1-d8/fixed_lr_20260924/train/20260924_222822_G1ForwardResearch_E1_D8_ForwardResearch_fixed_lr_s42/snapshot_update_000.pt,-3.4003500440594507,58,0.25001659989356995,0,0,0.0,0.0,2,8.516067504882812,0,0.0,55,False,True,True,False,False,1.16,1.255136304888232,0.020266036812699097,0.5,0.0,-0.7457076429293074,0.13038683483569785,-0.8650208657979965,0.06502547725264368,92345,4870217
independent_32,0,independent_forward_31,0,/home/xiexuhui/InstinctLab/logs/e1-d8/fixed_lr_20260924/train/20260924_222822_G1ForwardResearch_E1_D8_ForwardResearch_fixed_lr_s42/snapshot_update_000.pt,-3.5425609296216862,41,0.25197675824165344,0,12,0.0,0.002282559871673584,1,0.9036217331886292,0,0.0,40,False,True,True,False,False,0.8200000000000001,0.8734353686251292,0.23522403536503034,0.5,0.0,0.9796194048916421,0.6961277883227278,0.8032879120111466,0.06558758038573148,92345,4974946
independent_32,100,independent_forward_00,0,/home/xiexuhui/InstinctLab/logs/e1-d8/fixed_lr_20260924/train/20260924_222822_G1ForwardResearch_E1_D8_ForwardResearch_fixed_lr_s42/snapshot_update_100.pt,-2.5767942583188415,62,0.3859799802303314,0,5,0.0,0.0011066198348999023,1,3.856503486633301,0,0.0,60,False,True,True,False,False,1.24,0.5426148743398728,0.4840112614587152,0.5,0.0,0.7152561673654183,-0.09789544010474797,0.8869176475331187,0.08651300874208251,92345,1728347
independent_32,100,independent_forward_01,0,/home/xiexuhui/InstinctLab/logs/e1-d8/fixed_lr_20260924/train/20260924_222822_G1ForwardResearch_E1_D8_ForwardResearch_fixed_lr_s42/snapshot_update_100.pt,-3.529069015174173,44,0.3643949031829834,0,0,0.0,0.0,6,52.1324348449707,0,0.0,44,False,True,True,False,False,0.88,1.422415699471127,0.0051417533471243,0.5,0.0,-0.8832891339605505,0.3240667696703564,-0.7772944378852844,0.09126081385395744,92345,1833076
independent_32,100,independent_forward_02,0,/home/xiexuhui/InstinctLab/logs/e1-d8/fixed_lr_20260924/train/20260924_222822_G1ForwardResearch_E1_D8_ForwardResearch_fixed_lr_s42/snapshot_update_100.pt,-3.39333186019212,47,0.46784889698028564,0,0,0.0,0.0,3,6.62632942199707,0,0.0,45,False,True,True,False,False,0.9400000000000001,1.4058835633257603,0.006557097894917808,0.5,0.0,-0.9048592670166746,-0.007364464567062703,-0.8505677109956742,0.09263462747665162,92345,1937805
independent_32,100,independent_forward_03,0,/home/xiexuhui/InstinctLab/logs/e1-d8/fixed_lr_20260924/train/20260924_222822_G1ForwardResearch_E1_D8_ForwardResearch_fixed_lr_s42/snapshot_update_100.pt,-3.511790211661719,53,0.5771626234054565,0,0,0.0,0.0,11,8.578984260559082,0,0.0,51,False,True,True,False,False,1.06,1.0174000892999038,0.06320163293301079,0.5,0.0,-0.14745268722960972,-0.7596562808414675,-0.1562998484633863,0.09741060590406633,92345,2042534
independent_32,100,independent_forward_04,0,/home/xiexuhui/InstinctLab/logs/e1-d8/fixed_lr_20260924/train/20260924_222822_G1ForwardResearch_E1_D8_ForwardResearch_fixed_lr_s42/snapshot_update_100.pt,-3.0146172794047743,54,0.3610329329967499,0,10,0.0,0.0025337934494018555,2,24.158231735229492,0,0.0,52,False,True,True,False,False,1.08,0.6450808147589365,0.410483995854722,0.5,0.0,0.8026550439772783,-0.40806215201263074,0.8668674474954605,0.09580465392382057,92345,2147263
independent_32,100,independent_forward_05,0,/home/xiexuhui/InstinctLab/logs/e1-d8/fixed_lr_20260924/train/20260924_222822_G1ForwardResearch_E1_D8_ForwardResearch_fixed_lr_s42/snapshot_update_100.pt,-3.2353519399184734,58,0.4039299488067627,0,0,0.0,0.0,7,193.82679748535156,0,0.0,57,False,True,True,False,False,1.16,0.9210554628536619,0.1291434216424572,0.5,0.0,-0.007529617736822572,0.7342280041554878,-0.008734356574714185,0.08512778092047264,92345,2251992
independent_32,100,independent_forward_06,0,/home/xiexuhui/InstinctLab/logs/e1-d8/fixed_lr_20260924/train/20260924_222822_G1ForwardResearch_E1_D8_ForwardResearch_fixed_lr_s42/snapshot_update_100.pt,-3.480047658435069,48,0.3977016806602478,0,0,0.0,0.0,2,44.428619384765625,0,0.0,46,False,True,True,False,False,0.96,1.3050429423650105,0.014350425182175774,0.5,0.0,-0.7141227846344312,0.47190568409860134,-0.6855578732490539,0.09256658780698974,92345,2356721
independent_32,100,independent_forward_07,0,/home/xiexuhui/InstinctLab/logs/e1-d8/fixed_lr_20260924/train/20260924_222822_G1ForwardResearch_E1_D8_ForwardResearch_fixed_lr_s42/snapshot_update_100.pt,-2.5721377429144923,89,0.36690518260002136,0,8,0.0,0.0011760592460632324,2,6.085955619812012,0,0.0,87,False,True,True,False,False,1.78,0.6830163963055342,0.28261844423475985,0.5,0.0,0.20874009021882262,0.45972549379541633,0.3715573605895042,0.0867741827465845,92345,2461450
independent_32,100,independent_forward_08,0,/home/xiexuhui/InstinctLab/logs/e1-d8/fixed_lr_20260924/train/20260924_222822_G1ForwardResearch_E1_D8_ForwardResearch_fixed_lr_s42/snapshot_update_100.pt,-3.455586897471221,49,0.42211291193962097,0,0,0.0,0.0,11,29.355871200561523,0,0.0,48,False,True,True,False,False,0.98,0.9588150126593453,0.09675078529189403,0.5,0.0,0.13521838553097784,-0.8701925739950064,0.13251401782035827,0.09589634501204199,92345,2566179
independent_32,100,independent_forward_09,0,/home/xiexuhui/InstinctLab/logs/e1-d8/fixed_lr_20260924/train/20260924_222822_G1ForwardResearch_E1_D8_ForwardResearch_fixed_lr_s42/snapshot_update_100.pt,-3.259807881200686,64,0.5467479825019836,0,0,0.0,0.0,23,36.65022277832031,0,0.0,61,False,True,True,False,False,1.28,1.1662448542192578,0.03400627791028163,0.5,0.0,-0.6112943477928638,-0.3321019255090505,-0.7824567651748657,0.0982923039700836,92345,2670908
independent_32,100,independent_forward_10,0,/home/xiexuhui/InstinctLab/logs/e1-d8/fixed_lr_20260924/train/20260924_222822_G1ForwardResearch_E1_D8_ForwardResearch_fixed_lr_s42/snapshot_update_100.pt,-3.4554500143276528,57,0.4390588700771332,0,0,0.0,0.0,18,3.281890630722046,0,0.0,56,False,True,True,False,False,1.1400000000000001,1.0819666751644068,0.04982323949471329,0.5,0.0,-0.44146416453938736,-0.49656839956317034,-0.5032691475749016,0.09598870327075322,92345,2775637
independent_32,100,independent_forward_11,0,/home/xiexuhui/InstinctLab/logs/e1-d8/fixed_lr_20260924/train/20260924_222822_G1ForwardResearch_E1_D8_ForwardResearch_fixed_lr_s42/snapshot_update_100.pt,-2.697702396311797,59,0.35874253511428833,0,9,0.0,0.0016230344772338867,1,0.7712036371231079,0,0.0,57,False,True,True,False,False,1.18,0.5699897950231019,0.46424068147289443,0.5,0.0,0.7523002829086982,0.2329975831306587,0.887714333832264,0.08759510125649178,92345,2880366
independent_32,100,independent_forward_12,0,/home/xiexuhui/InstinctLab/logs/e1-d8/fixed_lr_20260924/train/20260924_222822_G1ForwardResearch_E1_D8_ForwardResearch_fixed_lr_s42/snapshot_update_100.pt,-2.873384512204211,63,0.3709750473499298,0,14,0.0,0.002162337303161621,2,38.43137741088867,0,0.0,62,False,True,True,False,False,1.26,0.6656714100686331,0.36095628547006225,0.5,0.0,0.542986796725364,0.48916215721576933,0.6841633638739586,0.09040210804059393,92345,2985095
independent_32,100,independent_forward_13,0,/home/xiexuhui/InstinctLab/logs/e1-d8/fixed_lr_20260924/train/20260924_222822_G1ForwardResearch_E1_D8_ForwardResearch_fixed_lr_s42/snapshot_update_100.pt,-3.5707476955722086,48,0.3905351758003235,0,0,0.0,0.0,16,21.680973052978516,0,0.0,46,False,True,True,False,False,0.96,1.0271688476204872,0.05108889739812265,0.5,0.0,-0.054957582304875054,-0.8364307334025701,-0.05275927901268006,0.10010002289588253,92345,3089824
independent_32,100,independent_forward_14,0,/home/xiexuhui/InstinctLab/logs/e1-d8/fixed_lr_20260924/train/20260924_222822_G1ForwardResearch_E1_D8_ForwardResearch_fixed_lr_s42/snapshot_update_100.pt,-3.1653896425123094,57,0.4848068654537201,0,3,0.0,0.0006444454193115234,5,10.556788444519043,0,0.0,55,False,True,True,False,False,1.1400000000000001,0.7931138141113415,0.20036306415375038,0.5,0.0,0.3426108075992057,-0.7230299862853268,0.39057632066309456,0.10153437065973617,92345,3194553
independent_32,100,independent_forward_15,0,/home/xiexuhui/InstinctLab/logs/e1-d8/fixed_lr_20260924/train/20260924_222822_G1ForwardResearch_E1_D8_ForwardResearch_fixed_lr_s42/snapshot_update_100.pt,-2.890313084004447,60,0.4354037642478943,0,11,0.0,0.002706289291381836,1,3.3534059524536133,0,0.0,59,False,True,True,False,False,1.2,0.5973548620939255,0.44348929237955115,0.5,0.0,0.7497362767656645,-0.3699074792365233,0.8996835321187974,0.09394141907493274,92345,3299282
independent_32,100,independent_forward_16,0,/home/xiexuhui/InstinctLab/logs/e1-d8/fixed_lr_20260924/train/20260924_222822_G1ForwardResearch_E1_D8_ForwardResearch_fixed_lr_s42/snapshot_update_100.pt,-3.6317351756151766,48,0.4131328761577606,0,0,0.0,0.0,11,34.237098693847656,0,0.0,45,False,True,True,False,False,0.96,1.1019843444228172,0.028612753551271908,0.5,0.0,-0.34948961685101193,-0.6637679822742939,-0.33551003217697145,0.09940004643673699,92345,3404011
independent_32,100,independent_forward_17,0,/home/xiexuhui/InstinctLab/logs/e1-d8/fixed_lr_20260924/train/20260924_222822_G1ForwardResearch_E1_D8_ForwardResearch_fixed_lr_s42/snapshot_update_100.pt,-3.310380420763977,55,0.423286497592926,0,0,0.0,0.0,3,22.419816970825195,0,0.0,52,False,True,True,False,False,1.1,1.2988023714585737,0.01781197085373416,0.5,0.0,-0.788083655725826,0.1555110988291827,-0.8668920212984085,0.09326482611623678,92345,3508740
independent_32,100,independent_forward_18,0,/home/xiexuhui/InstinctLab/logs/e1-d8/fixed_lr_20260924/train/20260924_222822_G1ForwardResearch_E1_D8_ForwardResearch_fixed_lr_s42/snapshot_update_100.pt,-3.6400822742725722,46,0.3958785831928253,0,0,0.0,0.0,2,44.2749137878418,0,0.0,44,False,True,True,False,False,0.92,1.4018645947394164,0.007643171308934225,0.5,0.0,-0.8154127973577251,0.45825871436492255,-0.750179773569107,0.09408185574347558,92345,3613469
independent_32,100,independent_forward_19,0,/home/xiexuhui/InstinctLab/logs/e1-d8/fixed_lr_20260924/train/20260924_222822_G1ForwardResearch_E1_D8_ForwardResearch_fixed_lr_s42/snapshot_update_100.pt,-3.507637436967343,39,0.40883970260620117,0,0,0.0,0.0,4,1.9801429510116577,0,0.0,38,False,True,True,False,False,0.78,1.5051480470559535,0.00246665917705014,0.5,0.0,-1.004342760795202,-0.02368795260404929,-0.7833873534202576,0.09401655082519238,92345,3718198
independent_32,100,independent_forward_20,0,/home/xiexuhui/InstinctLab/logs/e1-d8/fixed_lr_20260924/train/20260924_222822_G1ForwardResearch_E1_D8_ForwardResearch_fixed_lr_s42/snapshot_update_100.pt,-3.525580934219761,37,0.3556075394153595,0,9,0.0,0.001503586769104004,1,1.0395721197128296,0,0.0,34,False,True,True,False,False,0.74,0.9423039007831264,0.13690896717476742,0.5,0.0,1.0981395244598389,0.6969015920484388,0.8126232481002807,0.08772559685481561,92345,3822927
independent_32,100,independent_forward_21,0,/home/xiexuhui/InstinctLab/logs/e1-d8/fixed_lr_20260924/train/20260924_222822_G1ForwardResearch_E1_D8_ForwardResearch_fixed_lr_s42/snapshot_update_100.pt,-2.787510132417083,54,0.45266374945640564,0,10,0.0,0.0015753507614135742,0,0.0,0,0.0,52,False,True,True,False,False,1.08,0.5658346505628692,0.4969726776152028,0.5,0.0,0.864284992493965,0.16721311570317657,0.9334277918934822,0.09029686940764939,92345,3927656
independent_32,100,independent_forward_22,0,/home/xiexuhui/InstinctLab/logs/e1-d8/fixed_lr_20260924/train/20260924_222822_G1ForwardResearch_E1_D8_ForwardResearch_fixed_lr_s42/snapshot_update_100.pt,-3.0208083072211593,64,0.44923534989356995,0,0,0.0,0.0,10,29.06683349609375,0,0.0,62,False,True,True,False,False,1.28,0.8147116554901004,0.17414726776105027,0.5,0.0,0.15846474235877395,-0.6758764977566898,0.20283487021923066,0.10022619809024036,92345,4032385
independent_32,100,independent_forward_23,0,/home/xiexuhui/InstinctLab/logs/e1-d8/fixed_lr_20260924/train/20260924_222822_G1ForwardResearch_E1_D8_ForwardResearch_fixed_lr_s42/snapshot_update_100.pt,-3.29374554021706,58,0.5079697370529175,0,0,0.0,0.0,16,21.703298568725586,0,0.0,57,False,True,True,False,False,1.16,1.2155953861516098,0.030520919360458594,0.5,0.0,-0.6668615598103096,-0.32773949771091854,-0.7735594093799592,0.09932640837184314,92345,4137114
independent_32,100,independent_forward_24,0,/home/xiexuhui/InstinctLab/logs/e1-d8/fixed_lr_20260924/train/20260924_222822_G1ForwardResearch_E1_D8_ForwardResearch_fixed_lr_s42/snapshot_update_100.pt,-2.4286749683960807,73,0.45261579751968384,0,12,0.0,0.0018511414527893066,1,16.56913948059082,0,0.0,72,False,True,True,False,False,1.46,0.5456283038405523,0.474404959417744,0.5,0.0,0.6209873158025415,-0.24908509176887877,0.9066414810717106,0.09322794761559734,92345,4241843
independent_32,100,independent_forward_25,0,/home/xiexuhui/InstinctLab/logs/e1-d8/fixed_lr_20260924/train/20260924_222822_G1ForwardResearch_E1_D8_ForwardResearch_fixed_lr_s42/snapshot_update_100.pt,-3.2524695158936083,42,0.40761640667915344,0,6,0.0,0.0020971298217773438,0,0.0,0,0.0,40,False,True,True,False,False,0.84,0.6992156360121,0.38266183146922794,0.5,0.0,1.0991955598195393,0.25689612116132465,0.9233242702484131,0.0893945549392984,92345,4346572
independent_32,100,independent_forward_26,0,/home/xiexuhui/InstinctLab/logs/e1-d8/fixed_lr_20260924/train/20260924_222822_G1ForwardResearch_E1_D8_ForwardResearch_fixed_lr_s42/snapshot_update_100.pt,-3.0901228067232296,71,0.40166401863098145,0,0,0.0,0.0,4,3.4019525051116943,0,0.0,69,False,True,True,False,False,1.42,1.0805924618747873,0.050551019520966335,0.5,0.0,-0.5175686405158378,0.33684595831682984,-0.7349474695324898,0.08835508737345817,92345,4451301
independent_32,100,independent_forward_27,0,/home/xiexuhui/InstinctLab/logs/e1-d8/fixed_lr_20260924/train/20260924_222822_G1ForwardResearch_E1_D8_ForwardResearch_fixed_lr_s42/snapshot_update_100.pt,-3.5905044741230085,46,0.35546401143074036,0,0,0.0,0.0,7,40.073028564453125,0,0.0,46,False,True,True,False,False,0.92,1.4272077252035555,0.0046047701602214665,0.5,0.0,-0.8576639696307804,0.4329056538965391,-0.789050852060318,0.08915222776324852,92345,4556030
independent_32,100,independent_forward_28,0,/home/xiexuhui/InstinctLab/logs/e1-d8/fixed_lr_20260924/train/20260924_222822_G1ForwardResearch_E1_D8_ForwardResearch_fixed_lr_s42/snapshot_update_100.pt,-3.019748163758777,63,0.45713815093040466,0,4,0.0,0.0007558465003967285,4,21.85565185546875,0,0.0,62,False,True,True,False,False,1.26,0.7668651919516306,0.22412753532209592,0.5,0.0,0.31457330387026544,-0.6683952614428506,0.3963623628765345,0.10006798981201082,92345,4660759
